locus_tag	ftype	length_bp	gene	EC_number	COG	product
Chloroflexi_metaspades_Bin_3_1_1-contigs_00155	CDS	1098	carA	6.3.5.5		Carbamoyl-phosphate synthase small chain
Chloroflexi_metaspades_Bin_3_1_1-contigs_00156	CDS	417				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00157	CDS	3279	carB	6.3.5.5		Carbamoyl-phosphate synthase large chain
Chloroflexi_metaspades_Bin_3_1_1-contigs_00158	CDS	954	arcB	1.5.1.49		Delta(1)-pyrroline-2-carboxylate reductase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00159	CDS	240	fdxA			Ferredoxin 7Fe
Chloroflexi_metaspades_Bin_3_1_1-contigs_00160	CDS	960	cysB_1			HTH-type transcriptional regulator CysB
Chloroflexi_metaspades_Bin_3_1_1-contigs_00161	CDS	195				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00162	CDS	843	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00163	CDS	714	sfsA		COG1489	Sugar fermentation stimulation protein A
Chloroflexi_metaspades_Bin_3_1_1-contigs_00164	CDS	693	nth	4.2.99.18		Endonuclease III
Chloroflexi_metaspades_Bin_3_1_1-contigs_00165	CDS	351				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00166	CDS	810	rutD_1	3.5.1.-		Putative aminoacrylate hydrolase RutD
Chloroflexi_metaspades_Bin_3_1_1-contigs_00167	CDS	819		2.1.1.347		(+)-O-methylkolavelool synthase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00168	CDS	372	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00169	CDS	441	cfiA	6.4.1.7	COG0511	2-oxoglutarate carboxylase large subunit
Chloroflexi_metaspades_Bin_3_1_1-contigs_00170	CDS	1545	betA_3	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00171	CDS	447				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00172	CDS	903	cysB_2			HTH-type transcriptional regulator CysB
Chloroflexi_metaspades_Bin_3_1_1-contigs_00173	CDS	333				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00174	CDS	183				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00175	CDS	228				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00176	CDS	1278	recF		COG1195	DNA replication and repair protein RecF
Chloroflexi_metaspades_Bin_3_1_1-contigs_00177	CDS	831				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00178	CDS	264				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00179	CDS	111				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00180	CDS	210				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00181	CDS	213				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00182	CDS	579	ybeY	3.1.-.-		Endoribonuclease YbeY
Chloroflexi_metaspades_Bin_3_1_1-contigs_00183	CDS	1659	dnaX_1	2.7.7.7	COG2812	DNA polymerase III subunit gamma/tau
Chloroflexi_metaspades_Bin_3_1_1-contigs_00184	CDS	144				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00185	CDS	1224		1.2.7.10	COG0674	Oxalate oxidoreductase subunit alpha
Chloroflexi_metaspades_Bin_3_1_1-contigs_00186	CDS	1152		1.2.7.10		Oxalate oxidoreductase subunit delta
Chloroflexi_metaspades_Bin_3_1_1-contigs_00187	CDS	726	lldR		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00188	CDS	1254				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00189	CDS	1359				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00190	CDS	867			COG0330	putative protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00191	CDS	639				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00192	CDS	966		3.6.-.-	COG1703	putative GTPase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00193	CDS	2205	mshC	6.3.1.13		L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00194	CDS	2316	dddD	2.-.-.-	COG1804	CoA-transferase/lyase DddD
Chloroflexi_metaspades_Bin_3_1_1-contigs_00195	CDS	327				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00196	CDS	1041	afr_2	1.1.1.292		1,5-anhydro-D-fructose reductase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00197	CDS	831				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00198	CDS	372				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00199	CDS	1125	thiO_1	1.4.3.19	COG0665	Glycine oxidase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00200	CDS	231				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00201	CDS	369				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00202	CDS	1692	xsc	2.3.3.15		Sulfoacetaldehyde acetyltransferase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00203	CDS	771		4.2.1.150	COG1024	Crotonyl-CoA hydratase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00204	CDS	3177				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00205	CDS	1233	cinA		COG1058	Putative competence-damage inducible protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00206	CDS	975				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00207	CDS	1872				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00208	CDS	714				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00209	CDS	939	lnrL_1	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
Chloroflexi_metaspades_Bin_3_1_1-contigs_00210	CDS	432	speH_1	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
Chloroflexi_metaspades_Bin_3_1_1-contigs_00211	CDS	909		3.5.3.24	COG0010	N(1)-aminopropylagmatine ureohydrolase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00212	CDS	702	rip3		COG0517	Putative zinc metalloprotease Rip3
Chloroflexi_metaspades_Bin_3_1_1-contigs_00213	CDS	1212	iscS	2.8.1.7		Cysteine desulfurase IscS
Chloroflexi_metaspades_Bin_3_1_1-contigs_00214	CDS	828				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00215	CDS	639				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00216	CDS	1359		3.5.1.47		N-acetyldiaminopimelate deacetylase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00217	CDS	1329		3.5.1.47		N-acetyldiaminopimelate deacetylase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00218	CDS	1134	garK	2.7.1.165	COG1929	Glycerate 2-kinase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00219	CDS	1245	baiF_1	2.8.3.25	COG1804	Bile acid-CoA transferase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00220	CDS	402				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00221	CDS	345				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00222	CDS	759	lutB_1		COG1139	Lactate utilization protein B
Chloroflexi_metaspades_Bin_3_1_1-contigs_00223	CDS	1473	lutB_2		COG1139	Lactate utilization protein B
Chloroflexi_metaspades_Bin_3_1_1-contigs_00224	CDS	753	lutA_1		COG0247	Lactate utilization protein A
Chloroflexi_metaspades_Bin_3_1_1-contigs_00225	CDS	621	paiB		COG2808	Protease synthase and sporulation protein PAI 2
Chloroflexi_metaspades_Bin_3_1_1-contigs_00226	CDS	1674	mdlC_1	4.1.1.7		Benzoylformate decarboxylase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00227	CDS	1011				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00228	CDS	216				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00229	CDS	201				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00230	CDS	546	bphE	1.14.12.18		Biphenyl dioxygenase subunit beta
Chloroflexi_metaspades_Bin_3_1_1-contigs_00231	CDS	1413	hcaE_1	1.14.12.19	COG4638	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha
Chloroflexi_metaspades_Bin_3_1_1-contigs_00232	CDS	885	Hgd_1	1.1.1.291		2-(hydroxymethyl)glutarate dehydrogenase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00233	CDS	867	bphC	1.13.11.39	COG0346	Biphenyl-2,3-diol 1,2-dioxygenase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00234	CDS	1371	hcaE_2	1.14.12.19	COG4638	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha
Chloroflexi_metaspades_Bin_3_1_1-contigs_00235	CDS	1026				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00236	CDS	390			COG0251	RutC family protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00237	CDS	849	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00238	CDS	534				hypothetical protein
