locus_tag	ftype	length_bp	gene	EC_number	COG	product
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00122	CDS	1158	cugP_2	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00123	CDS	465				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00124	tRNA	87				tRNA-Ser(tga)
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00125	CDS	501				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00126	CDS	240				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00127	CDS	1281	larC	4.99.1.12		Pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel insertion protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00128	CDS	678	cpdA	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00129	tRNA	75				tRNA-Asp(gtc)
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00130	CDS	1821				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00131	CDS	168				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00132	CDS	3057	hsdR	3.1.21.3		Type I restriction enzyme EcoR124II R protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00133	CDS	1095				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00134	CDS	789	dnaJ_1			Chaperone protein DnaJ
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00135	CDS	237				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00136	CDS	1317	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00137	CDS	405				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00138	CDS	498				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00139	CDS	390	ndhI_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00140	CDS	1026	ndhA	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 1, chloroplastic
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00141	CDS	1263	hyfG	1.-.-.-	COG3261	Hydrogenase-4 component G
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00142	CDS	549				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00143	CDS	168	nqo6	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit 6
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00144	CDS	753	arsM	2.1.1.137		Arsenite methyltransferase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00145	CDS	855				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00146	CDS	972				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00147	CDS	2256	dinG	3.1.-.-		3'-5' exonuclease DinG
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00148	CDS	498				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00149	CDS	183				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00150	CDS	336	mrpG_1		COG1320	Na(+)/H(+) antiporter subunit G
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00151	CDS	240				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00152	CDS	222				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00153	CDS	432				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00154	CDS	369	mrpC		COG1006	Na(+)/H(+) antiporter subunit C
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00155	CDS	1500	mrpD_1		COG0651	Na(+)/H(+) antiporter subunit D
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00156	CDS	1479	mrpD_2		COG0651	Na(+)/H(+) antiporter subunit D
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00157	CDS	1608	groL_1		COG0459	60 kDa chaperonin
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00158	CDS	264				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00159	CDS	594				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00160	CDS	558				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00161	CDS	222				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00162	CDS	639	ycdX	3.1.3.-		phosphatase YcdX
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00163	CDS	1689	lig	6.5.1.1		DNA ligase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00164	CDS	213				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00165	CDS	258				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00166	CDS	816				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00167	CDS	1323	truD	5.4.99.27	COG0585	tRNA pseudouridine synthase D
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00168	CDS	342	ntpK			V-type sodium ATPase subunit K
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00169	CDS	600	atpE			V-type proton ATPase subunit E
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00170	CDS	1197	atpC			V-type ATP synthase subunit C
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00171	CDS	306	atpF			V-type ATP synthase subunit F
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00172	CDS	174				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00173	CDS	186				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00174	CDS	1767	atpA	7.1.2.2	COG1155	V-type ATP synthase alpha chain
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00175	CDS	1398	ntpB			V-type sodium ATPase subunit B
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00176	CDS	648	ntpD			V-type sodium ATPase subunit D
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00177	CDS	150				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00178	CDS	927			COG0330	putative protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00179	CDS	441				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00180	CDS	1305				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00181	CDS	276				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00182	CDS	297				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00183	CDS	486				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00184	CDS	198				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00185	CDS	345				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00186	CDS	300				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00187	CDS	606	pyrE_1	2.4.2.10		Orotate phosphoribosyltransferase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00188	CDS	501				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00189	CDS	822	nadC	2.4.2.19	COG0157	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00190	CDS	1305		2.4.1.11	COG0438	Glycogen synthase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00191	CDS	264				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00192	CDS	306				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00193	CDS	201				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00194	CDS	918				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00195	CDS	453				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00196	CDS	423				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00197	CDS	714	rplB		COG0090	50S ribosomal protein L2
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00198	CDS	252				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00199	CDS	786				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00200	CDS	1014				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00201	CDS	576				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00202	CDS	1659				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00203	CDS	519				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00204	CDS	387				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00205	CDS	780	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00206	CDS	1053				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00207	CDS	759				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00208	CDS	729	nadA	2.5.1.72	COG0379	Quinolinate synthase A
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00209	CDS	813	menH	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00210	CDS	1287				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00211	CDS	756				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00212	CDS	3390				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00213	CDS	1713				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00214	CDS	867				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00215	CDS	162				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00216	CDS	225				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00217	CDS	261				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00218	CDS	876	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00219	CDS	357				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00220	CDS	726	queE_2	4.3.99.3		7-carboxy-7-deazaguanine synthase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00221	CDS	564				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00222	CDS	297				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00223	CDS	216	trxA		COG0526	Thioredoxin
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00224	CDS	1167	ftsZ_2			Cell division protein FtsZ
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00225	CDS	180				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00226	CDS	1584	pyrG	6.3.4.2		CTP synthase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00227	CDS	198				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00228	CDS	1992				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00229	CDS	321				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00230	CDS	546				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00231	CDS	384	efp			Elongation factor P
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00232	CDS	1245				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00233	CDS	978	recA			Protein RecA
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00234	CDS	1056				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00235	CDS	405				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00236	CDS	1047				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00237	CDS	294				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00238	CDS	1239				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00239	CDS	2202	recF			DNA replication and repair protein RecF
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00240	CDS	1056				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00241	CDS	876				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00242	CDS	297	hisE	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00243	CDS	1335	glnA	6.3.1.2	COG0174	Glutamine synthetase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00244	CDS	1692				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00245	CDS	531	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00246	CDS	1434	trkH		COG0168	Trk system potassium uptake protein TrkH
