locus_tag	ftype	length_bp	gene	EC_number	COG	product
UBA3574_metaspades_Bin_1_1-contigs_00115	tRNA	78				tRNA-Arg(tct)
UBA3574_metaspades_Bin_1_1-contigs_00116	tRNA	74				tRNA-Gly(tcc)
UBA3574_metaspades_Bin_1_1-contigs_00117	tRNA	78				tRNA-Pro(cgg)
UBA3574_metaspades_Bin_1_1-contigs_00118	CDS	1416				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00119	CDS	1014	thiI	2.8.1.4		tRNA sulfurtransferase
UBA3574_metaspades_Bin_1_1-contigs_00120	tRNA	77				tRNA-Pro(ggg)
UBA3574_metaspades_Bin_1_1-contigs_00121	CDS	879				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00122	CDS	945	lacF_1			Lactose transport system permease protein LacF
UBA3574_metaspades_Bin_1_1-contigs_00123	CDS	1215	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
UBA3574_metaspades_Bin_1_1-contigs_00124	CDS	1062				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00125	CDS	579	tdk	2.7.1.21	COG1435	Thymidine kinase
UBA3574_metaspades_Bin_1_1-contigs_00126	CDS	1314				Gluconeogenesis factor
UBA3574_metaspades_Bin_1_1-contigs_00127	CDS	3396	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
UBA3574_metaspades_Bin_1_1-contigs_00128	CDS	315				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00129	CDS	1263	eno	4.2.1.11	COG0148	Enolase
UBA3574_metaspades_Bin_1_1-contigs_00130	CDS	711	gsiB_1		COG0747	Glutathione-binding protein GsiB
UBA3574_metaspades_Bin_1_1-contigs_00131	CDS	819	gsiB_2		COG0747	Glutathione-binding protein GsiB
UBA3574_metaspades_Bin_1_1-contigs_00132	CDS	921	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
UBA3574_metaspades_Bin_1_1-contigs_00133	CDS	378	dppC		COG1173	Dipeptide transport system permease protein DppC
UBA3574_metaspades_Bin_1_1-contigs_00134	CDS	402				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00135	CDS	2154				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00136	CDS	1143				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00137	CDS	264	greA_1		COG0782	Transcription elongation factor GreA
UBA3574_metaspades_Bin_1_1-contigs_00138	CDS	2217		2.3.1.169	COG1152	Carbon monoxide dehydrogenase/acetyl-CoA synthase subunit alpha
UBA3574_metaspades_Bin_1_1-contigs_00139	CDS	561	acsC_1		COG1456	Corrinoid/iron-sulfur protein large subunit
UBA3574_metaspades_Bin_1_1-contigs_00140	CDS	669	acsC_2		COG1456	Corrinoid/iron-sulfur protein large subunit
UBA3574_metaspades_Bin_1_1-contigs_00141	CDS	1095	nqrF	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit F
UBA3574_metaspades_Bin_1_1-contigs_00142	CDS	477				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00143	CDS	759	minD		COG2894	Septum site-determining protein MinD
UBA3574_metaspades_Bin_1_1-contigs_00144	CDS	792	acsD		COG2069	Corrinoid/iron-sulfur protein small subunit
UBA3574_metaspades_Bin_1_1-contigs_00145	CDS	489	acsE	2.1.1.258	COG1410	5-methyltetrahydrofolate:corrinoid/iron-sulfur protein co-methyltransferase
UBA3574_metaspades_Bin_1_1-contigs_00146	CDS	849				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00147	CDS	222				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00148	CDS	1206	dsbD	1.8.1.8		Thiol:disulfide interchange protein DsbD
UBA3574_metaspades_Bin_1_1-contigs_00149	CDS	126				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00150	CDS	912				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00151	CDS	438	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
UBA3574_metaspades_Bin_1_1-contigs_00152	CDS	603	tmk_1	2.7.4.9	COG0125	Thymidylate kinase
UBA3574_metaspades_Bin_1_1-contigs_00153	CDS	1140	dnaN			Beta sliding clamp
UBA3574_metaspades_Bin_1_1-contigs_00154	CDS	2613	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
UBA3574_metaspades_Bin_1_1-contigs_00155	CDS	900	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
UBA3574_metaspades_Bin_1_1-contigs_00156	CDS	543	rplF			50S ribosomal protein L6
UBA3574_metaspades_Bin_1_1-contigs_00157	CDS	411	rpsH		COG0096	30S ribosomal protein S8
UBA3574_metaspades_Bin_1_1-contigs_00158	CDS	186	rpsN1		COG0199	30S ribosomal protein S14
UBA3574_metaspades_Bin_1_1-contigs_00159	CDS	537	rplE			50S ribosomal protein L5
UBA3574_metaspades_Bin_1_1-contigs_00160	CDS	312	rplX			50S ribosomal protein L24
UBA3574_metaspades_Bin_1_1-contigs_00161	CDS	363	rplN		COG0093	50S ribosomal protein L14
UBA3574_metaspades_Bin_1_1-contigs_00162	CDS	246	rpsQ		COG0186	30S ribosomal protein S17
UBA3574_metaspades_Bin_1_1-contigs_00163	CDS	207	rpmC			50S ribosomal protein L29
UBA3574_metaspades_Bin_1_1-contigs_00164	CDS	429	rplP		COG0197	50S ribosomal protein L16
UBA3574_metaspades_Bin_1_1-contigs_00165	CDS	657	rpsC		COG0092	30S ribosomal protein S3
UBA3574_metaspades_Bin_1_1-contigs_00166	CDS	339	rplV		COG0091	50S ribosomal protein L22
UBA3574_metaspades_Bin_1_1-contigs_00167	CDS	285	rpsS		COG0185	30S ribosomal protein S19
UBA3574_metaspades_Bin_1_1-contigs_00168	CDS	828	rplB		COG0090	50S ribosomal protein L2
UBA3574_metaspades_Bin_1_1-contigs_00169	CDS	300	rplW		COG0089	50S ribosomal protein L23
UBA3574_metaspades_Bin_1_1-contigs_00170	CDS	642	rplD			50S ribosomal protein L4
UBA3574_metaspades_Bin_1_1-contigs_00171	CDS	624	rplC			50S ribosomal protein L3
UBA3574_metaspades_Bin_1_1-contigs_00172	CDS	309	rpsJ			30S ribosomal protein S10
UBA3574_metaspades_Bin_1_1-contigs_00173	CDS	2094	fusA_1		COG0480	Elongation factor G
UBA3574_metaspades_Bin_1_1-contigs_00174	CDS	474	rpsG			30S ribosomal protein S7
UBA3574_metaspades_Bin_1_1-contigs_00175	CDS	378	rpsL			30S ribosomal protein S12
UBA3574_metaspades_Bin_1_1-contigs_00176	CDS	4953	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
UBA3574_metaspades_Bin_1_1-contigs_00177	CDS	720				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00178	CDS	111				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00179	CDS	177				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00180	CDS	138				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00181	CDS	369				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00182	CDS	120				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00183	CDS	1353				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00184	CDS	321		3.1.1.23	COG2267	Monoacylglycerol lipase
UBA3574_metaspades_Bin_1_1-contigs_00185	CDS	765	mtfA		COG3228	Protein MtfA
UBA3574_metaspades_Bin_1_1-contigs_00186	CDS	1359		3.5.4.32	COG0402	8-oxoguanine deaminase
UBA3574_metaspades_Bin_1_1-contigs_00187	CDS	1032	ysdC_1	3.4.11.-	COG1363	Putative aminopeptidase YsdC
UBA3574_metaspades_Bin_1_1-contigs_00188	CDS	399				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00189	CDS	381				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00190	CDS	756			COG0217	putative transcriptional regulatory protein
UBA3574_metaspades_Bin_1_1-contigs_00191	CDS	753	cobB	2.3.1.286	COG0846	NAD-dependent protein deacetylase
UBA3574_metaspades_Bin_1_1-contigs_00192	CDS	474	pncC	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
UBA3574_metaspades_Bin_1_1-contigs_00193	CDS	1050				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00194	CDS	186				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00195	CDS	1704	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
UBA3574_metaspades_Bin_1_1-contigs_00196	CDS	819				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00197	CDS	693	ftsE		COG2884	Cell division ATP-binding protein FtsE
UBA3574_metaspades_Bin_1_1-contigs_00198	CDS	831	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
UBA3574_metaspades_Bin_1_1-contigs_00199	CDS	507	tolB_2			Tol-Pal system protein TolB
UBA3574_metaspades_Bin_1_1-contigs_00200	CDS	681	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
UBA3574_metaspades_Bin_1_1-contigs_00201	CDS	834				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00202	CDS	1086	ychF		COG0012	Ribosome-binding ATPase YchF
UBA3574_metaspades_Bin_1_1-contigs_00203	CDS	870	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
UBA3574_metaspades_Bin_1_1-contigs_00204	CDS	294	csoR		COG1937	Copper-sensing transcriptional repressor CsoR
UBA3574_metaspades_Bin_1_1-contigs_00205	CDS	969	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
UBA3574_metaspades_Bin_1_1-contigs_00206	rRNA	577				16S ribosomal RNA (partial)
UBA3574_metaspades_Bin_1_1-contigs_00207	CDS	567	nreC		COG2197	Oxygen regulatory protein NreC
UBA3574_metaspades_Bin_1_1-contigs_00208	CDS	1224				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00209	CDS	333	csaA		COG0073	putative chaperone CsaA
UBA3574_metaspades_Bin_1_1-contigs_00210	CDS	1521				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00211	CDS	210				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00212	CDS	2463	dinG	3.1.-.-		3'-5' exonuclease DinG
UBA3574_metaspades_Bin_1_1-contigs_00213	CDS	435	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
UBA3574_metaspades_Bin_1_1-contigs_00214	CDS	969	lacC	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
UBA3574_metaspades_Bin_1_1-contigs_00215	CDS	1302	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
UBA3574_metaspades_Bin_1_1-contigs_00216	CDS	2952				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00217	CDS	543				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00218	CDS	1056	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
UBA3574_metaspades_Bin_1_1-contigs_00219	CDS	150				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00220	CDS	1224				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00221	CDS	1002	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
UBA3574_metaspades_Bin_1_1-contigs_00222	CDS	1092	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
UBA3574_metaspades_Bin_1_1-contigs_00223	CDS	1056	bpsA	2.5.1.128		N(4)-bis(aminopropyl)spermidine synthase
UBA3574_metaspades_Bin_1_1-contigs_00224	CDS	459	pdaD	4.1.1.19		Pyruvoyl-dependent arginine decarboxylase
UBA3574_metaspades_Bin_1_1-contigs_00225	CDS	348	speH	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
UBA3574_metaspades_Bin_1_1-contigs_00226	CDS	885	speE	2.5.1.16	COG0421	Polyamine aminopropyltransferase
UBA3574_metaspades_Bin_1_1-contigs_00227	CDS	822	gbuA	3.5.3.7	COG0010	Guanidinobutyrase
UBA3574_metaspades_Bin_1_1-contigs_00228	CDS	237				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00229	CDS	1224				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00230	CDS	189				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00231	CDS	564				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00232	CDS	1344	ftsZ_1			Cell division protein FtsZ
UBA3574_metaspades_Bin_1_1-contigs_00233	CDS	657		3.1.3.3	COG0560	Phosphoserine phosphatase
UBA3574_metaspades_Bin_1_1-contigs_00234	CDS	945				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00235	CDS	807	uxuB	1.-.-.-	COG1028	putative oxidoreductase UxuB
UBA3574_metaspades_Bin_1_1-contigs_00236	CDS	1353				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00237	CDS	306				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00238	CDS	390				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00239	CDS	396				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00240	CDS	240				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00241	CDS	330				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00242	CDS	1338	rny_1	3.1.-.-		Ribonuclease Y
UBA3574_metaspades_Bin_1_1-contigs_00243	CDS	936			COG1702	PhoH-like protein
UBA3574_metaspades_Bin_1_1-contigs_00244	CDS	1266	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
UBA3574_metaspades_Bin_1_1-contigs_00245	CDS	498				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00246	CDS	1137	tagU	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
UBA3574_metaspades_Bin_1_1-contigs_00247	CDS	351	rsfS		COG0799	Ribosomal silencing factor RsfS
UBA3574_metaspades_Bin_1_1-contigs_00248	CDS	1239	apgM			2,3-bisphosphoglycerate-independent phosphoglycerate mutase
UBA3574_metaspades_Bin_1_1-contigs_00249	CDS	366				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00250	CDS	360				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00251	CDS	342				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00252	CDS	468	hndA_1	1.12.1.3	COG1905	NADP-reducing hydrogenase subunit HndA
UBA3574_metaspades_Bin_1_1-contigs_00253	CDS	765	spoIIAB	2.7.11.1		Anti-sigma F factor
UBA3574_metaspades_Bin_1_1-contigs_00254	CDS	702	hoxU	1.12.1.2		NAD-reducing hydrogenase HoxS subunit gamma
UBA3574_metaspades_Bin_1_1-contigs_00255	CDS	528	hoxY	1.12.1.2		NAD-reducing hydrogenase HoxS subunit delta
UBA3574_metaspades_Bin_1_1-contigs_00256	CDS	1422	hoxH_1	1.12.1.2		NAD-reducing hydrogenase HoxS subunit beta
UBA3574_metaspades_Bin_1_1-contigs_00257	CDS	432				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00258	CDS	141				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00259	CDS	1257	hndC_1	1.12.1.3	COG1145	NADP-reducing hydrogenase subunit HndC
UBA3574_metaspades_Bin_1_1-contigs_00260	CDS	153				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00261	CDS	279	hndA_2	1.12.1.3	COG1905	NADP-reducing hydrogenase subunit HndA
UBA3574_metaspades_Bin_1_1-contigs_00262	CDS	531				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00263	CDS	1089	hndC_2	1.12.1.3	COG1145	NADP-reducing hydrogenase subunit HndC
UBA3574_metaspades_Bin_1_1-contigs_00264	CDS	273				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00265	CDS	2091				hypothetical protein
UBA3574_metaspades_Bin_1_1-contigs_00266	CDS	1218	ahcY_1	3.3.1.1	COG0499	Adenosylhomocysteinase
