locus_tag	ftype	length_bp	gene	EC_number	COG	product
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00029	CDS	1362		2.3.1.169	COG1152	Carbon monoxide dehydrogenase/acetyl-CoA synthase subunit alpha
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00030	CDS	546				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00031	CDS	2337				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00032	CDS	786				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00033	CDS	528				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00034	CDS	375				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00035	CDS	1224	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00036	CDS	861				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00037	CDS	732				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00038	CDS	720	pyrD	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00039	CDS	771	pyrK		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00040	CDS	2646	valS_1	6.1.1.9	COG0525	Valine--tRNA ligase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00041	CDS	933	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00042	CDS	816	scrK	2.7.1.4	COG0524	Fructokinase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00043	CDS	174				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00044	CDS	393				Putative universal stress protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00045	CDS	843	IMPDH_2	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00046	CDS	1665	glyQS	6.1.1.14	COG0423	Glycine--tRNA ligase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00047	CDS	855				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00048	CDS	447				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00049	CDS	255				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00050	CDS	627	prcB2	3.4.25.1	COG0638	Proteasome subunit beta 2
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00051	CDS	1947	rnj	3.1.-.-		Ribonuclease J
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00052	CDS	618	nth_1	4.2.99.18	COG0177	Endonuclease III
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00053	CDS	222				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00054	CDS	591				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00055	CDS	561	purF_1	2.4.2.14		Amidophosphoribosyltransferase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00056	CDS	279				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00057	CDS	699				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00058	CDS	900				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00059	CDS	207				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00060	CDS	318	cmk	2.7.4.25		Cytidylate kinase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00061	CDS	1047	truB	5.4.99.25		tRNA pseudouridine synthase B
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00062	CDS	474				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00063	CDS	546	rpsD		COG0522	30S ribosomal protein S4
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00064	CDS	390	rpsK		COG0100	30S ribosomal protein S11
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00065	CDS	750	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00066	CDS	729				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00067	CDS	366				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00068	CDS	426				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00069	CDS	252				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00070	CDS	639	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00071	CDS	861	folD		COG0190	Bifunctional protein FolD protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00072	CDS	1230	glyA_1	2.1.2.1	COG0112	Serine hydroxymethyltransferase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00073	CDS	537				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00074	CDS	564	pyrE_1	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00075	CDS	1299	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00076	CDS	903	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00077	CDS	1230	pgk/tpi		COG0126	Bifunctional PGK/TIM
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00078	CDS	486				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00079	CDS	1149	dapX	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00080	CDS	792	IMPDH_3	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00081	CDS	852	IMPDH_4	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00082	CDS	1734	IMPDH_5	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00083	CDS	594	IMPDH_6	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00084	CDS	633	era			GTPase Era
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00085	CDS	420				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00086	CDS	453				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00087	CDS	366				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00088	CDS	702	pyrH	2.7.4.22	COG0528	Uridylate kinase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00089	CDS	369				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00090	CDS	1227				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00091	CDS	1698	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00092	CDS	876				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00093	CDS	1554				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00094	CDS	231				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00095	CDS	801	rnfB	7.2.1.2	COG2878	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit B
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00096	CDS	582	rnfA	7.2.1.2	COG4657	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit A
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00097	CDS	603	rnfE	7.2.1.2	COG4660	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit E
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00098	CDS	714	rsxG	7.-.-.-		Ion-translocating oxidoreductase complex subunit G
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00099	CDS	816	rnfD	7.1.1.-	COG4658	Proton-translocating ferredoxin:NAD(+) oxidoreductase complex subunit D
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00100	CDS	654	rnfC	7.1.1.-	COG4656	Proton-translocating ferredoxin:NAD(+) oxidoreductase complex subunit C
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00101	CDS	714				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00102	tRNA	74				tRNA-Trp(cca)
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00103	CDS	1224				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00104	CDS	585				putative ABC transporter ATP-binding protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00105	CDS	672	nth_2	4.2.99.18		Endonuclease III
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00106	CDS	204				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00107	CDS	165				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00108	CDS	1392	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00109	CDS	834			COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit 
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00110	CDS	666				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00111	CDS	279				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00112	CDS	1107				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00113	CDS	537				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00114	CDS	1755	ettA		COG0488	Energy-dependent translational throttle protein EttA
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00115	CDS	315				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00116	CDS	864				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00117	CDS	1137	mftC_1	2.-.-.-	COG0535	Putative mycofactocin radical SAM maturase MftC
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00118	CDS	924	bssE			Putative chaperone BssE
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00119	CDS	231	bssB	4.1.99.11		Benzylsuccinate synthase beta subunit
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00120	CDS	1497	rtcB	6.5.1.-	COG1690	RNA-splicing ligase RtcB
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00121	tRNA	74				tRNA-Arg(ccg)
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00122	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00123	CDS	1266	tuf_1		COG0050	Elongation factor Tu
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00124	CDS	2166	fusA		COG0480	Elongation factor G
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00125	CDS	537				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00126	CDS	429				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00127	CDS	291				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00128	CDS	1257	rpoC_1	2.7.7.6		DNA-directed RNA polymerase subunit beta'
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00129	CDS	2628	rpoC_2	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00130	CDS	3363	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00131	CDS	237				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00132	CDS	879		3.4.11.18		Methionine aminopeptidase 1, mitochondrial
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00133	CDS	1119		3.4.-.-		putative peptidase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00134	CDS	195				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00135	CDS	1293	lhyD	3.5.2.-		L-hydantoinase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00136	CDS	261				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00137	CDS	384		3.1.-.-		Ribonuclease VapC19
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00138	CDS	411				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00139	CDS	96				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00140	CDS	1056				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00141	CDS	864				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00142	CDS	1800				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00143	CDS	897	pstA		COG0581	Phosphate transport system permease protein PstA
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00144	CDS	1032				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00145	CDS	243				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00146	CDS	378				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00147	CDS	576				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00148	CDS	978	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00149	CDS	1395	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00150	CDS	624				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00151	CDS	1143				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00152	CDS	1113	rip3		COG0517	Putative zinc metalloprotease Rip3
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00153	CDS	270				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00154	CDS	732				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00155	CDS	1230	ppaC	3.6.1.1		manganese-dependent inorganic pyrophosphatase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00156	CDS	594	hdaH	3.5.1.-		Histone deacetylase-like amidohydrolase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00157	CDS	411	vapC_1	3.1.-.-		tRNA(fMet)-specific endonuclease VapC
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00158	CDS	222				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00159	CDS	1245	mshA	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00160	CDS	1236				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00161	CDS	1329				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00162	CDS	534	thpR	3.1.4.58		RNA 2',3'-cyclic phosphodiesterase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00163	CDS	588				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00164	CDS	252				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00165	CDS	318				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00166	CDS	789	minD		COG2894	Septum site-determining protein MinD
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00167	CDS	1722				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00168	CDS	861				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00169	CDS	927				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00170	CDS	747	kaiC_1	2.7.11.1		Circadian clock protein kinase KaiC
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00171	CDS	108				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00172	CDS	1242	ahcY	3.3.1.1	COG0499	Adenosylhomocysteinase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00173	CDS	255				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00174	CDS	993	mtaD_1	3.5.4.28	COG0402	5-methylthioadenosine/S-adenosylhomocysteine deaminase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00175	CDS	234				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00176	CDS	255				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00177	CDS	246				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00178	CDS	246				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00179	CDS	330	mrpG		COG1320	Na(+)/H(+) antiporter subunit G
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00180	CDS	264				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00181	CDS	504				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00182	CDS	351				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00183	CDS	669	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00184	CDS	312	thiC_1	4.1.99.17		Phosphomethylpyrimidine synthase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00185	CDS	435	thiC_2	4.1.99.17		Phosphomethylpyrimidine synthase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00186	CDS	1140		2.6.1.51	COG0075	Serine-pyruvate aminotransferase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00187	CDS	207				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00188	CDS	615				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00189	CDS	972	thiI_1	2.8.1.4	COG0301	putative tRNA sulfurtransferase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00190	CDS	1023	ruvB	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00191	CDS	3054	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00192	CDS	1089	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00193	CDS	417				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00194	CDS	1329	glnA	6.3.1.2	COG0174	Glutamine synthetase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00195	CDS	450				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00196	tRNA	74				tRNA-Arg(tcg)
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00197	CDS	1062				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00198	CDS	1284				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00199	CDS	831				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00200	CDS	138				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00201	CDS	306				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00202	CDS	1227				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00203	CDS	681	yknY	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00204	CDS	660				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00205	CDS	1194	yknZ		COG0577	putative ABC transporter permease YknZ
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00206	CDS	1044				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00207	CDS	138				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00208	CDS	2088				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00209	CDS	480				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00210	CDS	1002	cugP	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00211	CDS	417				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00212	CDS	1209	dnaG	2.7.7.-		DNA primase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00213	CDS	750				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00214	CDS	1188	mftC_2	2.-.-.-	COG0535	Putative mycofactocin radical SAM maturase MftC
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00215	CDS	798				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00216	CDS	765	sumT	2.1.1.107	COG0007	Uroporphyrinogen-III C-methyltransferase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00217	CDS	891	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00218	CDS	1263	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00219	CDS	966	hemB	4.2.1.24		Delta-aminolevulinic acid dehydratase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00220	CDS	1254	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00221	CDS	330				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00222	CDS	699	cysG	4.99.1.4		Siroheme synthase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00223	CDS	462				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00224	CDS	453				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00225	CDS	1047	mftC_3	2.-.-.-	COG0535	Putative mycofactocin radical SAM maturase MftC
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00226	CDS	276				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00227	CDS	237				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00228	CDS	1482	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00229	CDS	1485	hyfB	1.-.-.-	COG0651	Hydrogenase-4 component B
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00230	CDS	1482	mrpD		COG0651	Na(+)/H(+) antiporter subunit D
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00231	CDS	804				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00232	CDS	729				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00233	CDS	1170	cetZ			Tubulin-like protein CetZ
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00234	CDS	819				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00235	CDS	315				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00236	CDS	198				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00237	CDS	1806				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00238	CDS	762				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00239	CDS	816				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00240	CDS	285				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00241	CDS	156				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00242	CDS	327				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00243	CDS	426				hypothetical protein
