locus_tag	ftype	length_bp	gene	EC_number	COG	product
WOR-3_metaspades_Bin_1-contigs_00021	CDS	1170	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
WOR-3_metaspades_Bin_1-contigs_00022	CDS	288				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00023	CDS	1185	tolB_1			Tol-Pal system protein TolB
WOR-3_metaspades_Bin_1-contigs_00024	CDS	1077	hflX		COG2262	GTPase HflX
WOR-3_metaspades_Bin_1-contigs_00025	CDS	876	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
WOR-3_metaspades_Bin_1-contigs_00026	CDS	1257	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
WOR-3_metaspades_Bin_1-contigs_00027	tRNA	88				tRNA-Leu(caa)
WOR-3_metaspades_Bin_1-contigs_00028	CDS	579				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00029	CDS	537	rsxG	7.-.-.-		Ion-translocating oxidoreductase complex subunit G
WOR-3_metaspades_Bin_1-contigs_00030	CDS	624				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00031	CDS	618	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
WOR-3_metaspades_Bin_1-contigs_00032	CDS	2271	pflB_1	2.3.1.54		Formate acetyltransferase
WOR-3_metaspades_Bin_1-contigs_00033	CDS	666	clsA	2.7.8.-		Cardiolipin synthase A
WOR-3_metaspades_Bin_1-contigs_00034	CDS	168				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00035	CDS	816	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
WOR-3_metaspades_Bin_1-contigs_00036	CDS	549				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00037	CDS	417				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00038	CDS	411				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00039	CDS	1182				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00040	CDS	531	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
WOR-3_metaspades_Bin_1-contigs_00041	CDS	1071				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00042	CDS	495	adhE		COG1012	Aldehyde-alcohol dehydrogenase
WOR-3_metaspades_Bin_1-contigs_00043	CDS	2229	pflB_2	2.3.1.54		Formate acetyltransferase
WOR-3_metaspades_Bin_1-contigs_00044	CDS	375				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00045	CDS	639	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
WOR-3_metaspades_Bin_1-contigs_00046	CDS	606				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00047	CDS	606				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00048	CDS	1278	eno	4.2.1.11	COG0148	Enolase
WOR-3_metaspades_Bin_1-contigs_00049	CDS	216				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00050	CDS	882				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00051	tRNA	72				tRNA-Met(cat)
WOR-3_metaspades_Bin_1-contigs_00052	CDS	909	rgtE	2.4.1.-	COG0463	Dodecaprenyl-phosphate galacturonate synthase
WOR-3_metaspades_Bin_1-contigs_00053	CDS	135				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00054	CDS	1059	mnaA	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
WOR-3_metaspades_Bin_1-contigs_00055	CDS	771	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
WOR-3_metaspades_Bin_1-contigs_00056	CDS	519				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00057	CDS	477	bepC			Outer membrane efflux protein BepC
WOR-3_metaspades_Bin_1-contigs_00058	CDS	921	mdtA			Multidrug resistance protein MdtA
WOR-3_metaspades_Bin_1-contigs_00059	CDS	393				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00060	CDS	402				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00061	CDS	1194	pilQ		COG4796	Type IV pilus biogenesis and competence protein PilQ
WOR-3_metaspades_Bin_1-contigs_00062	CDS	732				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00063	CDS	561				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00064	CDS	1593				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00065	CDS	1188	dnaA_1			Chromosomal replication initiator protein DnaA
WOR-3_metaspades_Bin_1-contigs_00066	CDS	417				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00067	CDS	432				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00068	CDS	876				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00069	CDS	711	pppA		COG1989	Prepilin peptidase PppA
WOR-3_metaspades_Bin_1-contigs_00070	CDS	405	epsG		COG2165	Type II secretion system protein G
WOR-3_metaspades_Bin_1-contigs_00071	CDS	1044	epsF		COG1459	Type II secretion system protein F
WOR-3_metaspades_Bin_1-contigs_00072	CDS	1059	pilT		COG2805	Twitching mobility protein
WOR-3_metaspades_Bin_1-contigs_00073	CDS	1557	epsE		COG2804	Type II secretion system protein E
WOR-3_metaspades_Bin_1-contigs_00074	CDS	279	ctpC	3.6.3.-	COG2217	Manganese-exporting P-type ATPase
WOR-3_metaspades_Bin_1-contigs_00075	CDS	1251	serS	6.1.1.11	COG0172	Serine--tRNA ligase
WOR-3_metaspades_Bin_1-contigs_00076	CDS	363				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00077	CDS	1236				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00078	CDS	1302				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00079	CDS	1536	comM		COG0606	Competence protein ComM
WOR-3_metaspades_Bin_1-contigs_00080	CDS	687	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
WOR-3_metaspades_Bin_1-contigs_00081	CDS	606				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00082	CDS	1104				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00083	CDS	324	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
WOR-3_metaspades_Bin_1-contigs_00084	CDS	483				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00085	CDS	396				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00086	tRNA	75				tRNA-Glu(ctc)
WOR-3_metaspades_Bin_1-contigs_00087	tRNA	84				tRNA-Leu(tag)
WOR-3_metaspades_Bin_1-contigs_00088	CDS	2214				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00089	CDS	603	cpoB_1			Cell division coordinator CpoB
WOR-3_metaspades_Bin_1-contigs_00090	CDS	561	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
WOR-3_metaspades_Bin_1-contigs_00091	CDS	552	pdaD	4.1.1.19		Pyruvoyl-dependent arginine decarboxylase
WOR-3_metaspades_Bin_1-contigs_00092	CDS	897	pyrD	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
WOR-3_metaspades_Bin_1-contigs_00093	CDS	126				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00094	CDS	210				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00095	CDS	381				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00096	CDS	237				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00097	CDS	156				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00098	CDS	477	fruA_1		COG1299	PTS system fructose-specific EIIABC component
WOR-3_metaspades_Bin_1-contigs_00099	CDS	129				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00100	CDS	723	pcm_1	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
WOR-3_metaspades_Bin_1-contigs_00101	CDS	990	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
WOR-3_metaspades_Bin_1-contigs_00102	CDS	795				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00103	CDS	246				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00104	CDS	747	surE	3.1.3.5	COG0496	5'/3'-nucleotidase SurE
WOR-3_metaspades_Bin_1-contigs_00105	CDS	669		2.4.1.54		Undecaprenyl-phosphate mannosyltransferase
WOR-3_metaspades_Bin_1-contigs_00106	CDS	816	lpxL	2.3.1.241		Lipid A biosynthesis lauroyltransferase
WOR-3_metaspades_Bin_1-contigs_00107	CDS	210				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00108	CDS	396				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00109	CDS	1488	sigA_1		COG0568	RNA polymerase sigma factor SigA
WOR-3_metaspades_Bin_1-contigs_00110	CDS	1542	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
WOR-3_metaspades_Bin_1-contigs_00111	CDS	1014	plsX	2.3.1.274		Phosphate acyltransferase
WOR-3_metaspades_Bin_1-contigs_00112	CDS	1230	fabF	2.3.1.179		3-oxoacyl-[acyl-carrier-protein] synthase 2
WOR-3_metaspades_Bin_1-contigs_00113	CDS	240	acpP			Acyl carrier protein
WOR-3_metaspades_Bin_1-contigs_00114	CDS	936				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00115	CDS	2016				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00116	CDS	1119	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
WOR-3_metaspades_Bin_1-contigs_00117	CDS	180				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00118	CDS	2562				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00119	CDS	921	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
WOR-3_metaspades_Bin_1-contigs_00120	CDS	1203				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00121	tRNA	74				tRNA-His(gtg)
WOR-3_metaspades_Bin_1-contigs_00122	CDS	291				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00123	CDS	495				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00124	CDS	816	carD	1.3.1.108	COG2086	Caffeyl-CoA reductase-Etf complex subunit CarD
WOR-3_metaspades_Bin_1-contigs_00125	CDS	369				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00126	CDS	1179	carE	1.3.1.108	COG2025	Caffeyl-CoA reductase-Etf complex subunit CarE
WOR-3_metaspades_Bin_1-contigs_00127	CDS	186				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00128	CDS	1509				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00129	CDS	939				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00130	CDS	168				Ferredoxin-2
WOR-3_metaspades_Bin_1-contigs_00131	CDS	933	COQ3_2	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
WOR-3_metaspades_Bin_1-contigs_00132	CDS	1068	hldD	5.1.3.20		ADP-L-glycero-D-manno-heptose-6-epimerase
WOR-3_metaspades_Bin_1-contigs_00133	CDS	1161	ugtP	2.4.1.315	COG0707	Processive diacylglycerol beta-glucosyltransferase
WOR-3_metaspades_Bin_1-contigs_00134	CDS	2601	valS	6.1.1.9		Valine--tRNA ligase
WOR-3_metaspades_Bin_1-contigs_00135	CDS	1488	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
WOR-3_metaspades_Bin_1-contigs_00136	CDS	387				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00137	CDS	2040				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00138	CDS	1287				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00139	CDS	1566				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00140	CDS	393	rplM		COG0102	50S ribosomal protein L13
WOR-3_metaspades_Bin_1-contigs_00141	CDS	1326	mnmE	3.6.5.-	COG0486	tRNA modification GTPase MnmE
WOR-3_metaspades_Bin_1-contigs_00142	CDS	2820	secA		COG0653	Protein translocase subunit SecA
WOR-3_metaspades_Bin_1-contigs_00143	CDS	705				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00144	CDS	1128	ftsZ		COG0206	Cell division protein FtsZ
WOR-3_metaspades_Bin_1-contigs_00145	CDS	1761	lptD			LPS-assembly protein LptD
WOR-3_metaspades_Bin_1-contigs_00146	CDS	396	yiaD		COG2885	putative lipoprotein YiaD
WOR-3_metaspades_Bin_1-contigs_00147	CDS	969				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00148	CDS	6315				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00149	CDS	222				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00150	CDS	1041	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
WOR-3_metaspades_Bin_1-contigs_00151	CDS	1122				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00152	CDS	612				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00153	CDS	1035	strE	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
WOR-3_metaspades_Bin_1-contigs_00154	CDS	456				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00155	CDS	1053	cutD_1	1.97.1.-		Choline trimethylamine-lyase activating enzyme
WOR-3_metaspades_Bin_1-contigs_00156	CDS	420				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00157	CDS	444				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00158	CDS	291				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00159	CDS	1650	ubiB	2.7.-.-		protein kinase UbiB
WOR-3_metaspades_Bin_1-contigs_00160	CDS	726	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
WOR-3_metaspades_Bin_1-contigs_00161	CDS	237				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00162	CDS	285				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00163	CDS	1041				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00164	CDS	777	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
WOR-3_metaspades_Bin_1-contigs_00165	CDS	465				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00166	CDS	1059	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
WOR-3_metaspades_Bin_1-contigs_00167	CDS	357	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
WOR-3_metaspades_Bin_1-contigs_00168	CDS	927	glmU_2		COG1207	Bifunctional protein GlmU
WOR-3_metaspades_Bin_1-contigs_00169	CDS	387				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00170	CDS	405				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00171	CDS	375	rsfS		COG0799	Ribosomal silencing factor RsfS
WOR-3_metaspades_Bin_1-contigs_00172	CDS	558	efp		COG0231	Elongation factor P
WOR-3_metaspades_Bin_1-contigs_00173	CDS	429				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00174	CDS	1539	mutL			DNA mismatch repair protein MutL
WOR-3_metaspades_Bin_1-contigs_00175	CDS	690	ktrA		COG0569	Ktr system potassium uptake protein A
WOR-3_metaspades_Bin_1-contigs_00176	CDS	966	iolG	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
WOR-3_metaspades_Bin_1-contigs_00177	CDS	924	galE1	5.1.3.2	COG1088	UDP-glucose 4-epimerase
WOR-3_metaspades_Bin_1-contigs_00178	CDS	2148	hcf136			Ycf48-like protein
WOR-3_metaspades_Bin_1-contigs_00179	CDS	486	ntpK			V-type sodium ATPase subunit K
WOR-3_metaspades_Bin_1-contigs_00180	CDS	573	atpE			V-type proton ATPase subunit E
WOR-3_metaspades_Bin_1-contigs_00181	CDS	618	tolQ_1			Tol-Pal system protein TolQ
WOR-3_metaspades_Bin_1-contigs_00182	CDS	417	tolR_1			Tol-Pal system protein TolR
WOR-3_metaspades_Bin_1-contigs_00183	CDS	408				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00184	CDS	2376	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
WOR-3_metaspades_Bin_1-contigs_00185	CDS	699	bshB1	3.5.1.-	COG2120	N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 1
WOR-3_metaspades_Bin_1-contigs_00186	CDS	510				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00187	CDS	2160	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
WOR-3_metaspades_Bin_1-contigs_00188	CDS	579				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00189	CDS	576	pal_1			Peptidoglycan-associated lipoprotein
WOR-3_metaspades_Bin_1-contigs_00190	CDS	942				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00191	CDS	3015				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00192	CDS	180				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00193	CDS	2769	tolB_2			Tol-Pal system protein TolB
WOR-3_metaspades_Bin_1-contigs_00194	CDS	612				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00195	tRNA	74				tRNA-Met(cat)
WOR-3_metaspades_Bin_1-contigs_00196	CDS	1029	gutB	1.1.1.-	COG1063	Sorbitol dehydrogenase
WOR-3_metaspades_Bin_1-contigs_00197	CDS	1968	uvrB			UvrABC system protein B
WOR-3_metaspades_Bin_1-contigs_00198	CDS	1257	napA	1.9.6.1		Periplasmic nitrate reductase
WOR-3_metaspades_Bin_1-contigs_00199	CDS	834	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
WOR-3_metaspades_Bin_1-contigs_00200	CDS	387				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00201	CDS	117				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00202	tRNA	88				tRNA-Leu(taa)
WOR-3_metaspades_Bin_1-contigs_00203	CDS	1323				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00204	CDS	369				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00205	CDS	1254	gdhA	1.4.1.3	COG0334	Glutamate dehydrogenase
WOR-3_metaspades_Bin_1-contigs_00206	CDS	1098	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
WOR-3_metaspades_Bin_1-contigs_00207	CDS	846	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
WOR-3_metaspades_Bin_1-contigs_00208	CDS	1140	cpg2	3.4.17.11		Carboxypeptidase G2
WOR-3_metaspades_Bin_1-contigs_00209	CDS	2022				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00210	CDS	441				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00211	CDS	1194				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00212	CDS	768	nadK	2.7.1.23	COG0061	NAD kinase
WOR-3_metaspades_Bin_1-contigs_00213	CDS	834	prmC_1	2.1.1.297	COG2890	Release factor glutamine methyltransferase
WOR-3_metaspades_Bin_1-contigs_00214	CDS	438	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
WOR-3_metaspades_Bin_1-contigs_00215	CDS	600				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00216	CDS	414				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00217	CDS	618	rplC			50S ribosomal protein L3
WOR-3_metaspades_Bin_1-contigs_00218	CDS	306	rpsJ		COG0051	30S ribosomal protein S10
WOR-3_metaspades_Bin_1-contigs_00219	CDS	1194	tuf		COG0050	Elongation factor Tu
WOR-3_metaspades_Bin_1-contigs_00220	CDS	1395	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
WOR-3_metaspades_Bin_1-contigs_00221	CDS	1677	pyrG	6.3.4.2	COG0504	CTP synthase
WOR-3_metaspades_Bin_1-contigs_00222	CDS	1002	rnfB	7.2.1.2	COG2878	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit B
WOR-3_metaspades_Bin_1-contigs_00223	CDS	1791	asnB	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
WOR-3_metaspades_Bin_1-contigs_00224	CDS	354	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
WOR-3_metaspades_Bin_1-contigs_00225	CDS	672				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00226	CDS	2496				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00227	CDS	888	ligA	6.5.1.2		DNA ligase
WOR-3_metaspades_Bin_1-contigs_00228	CDS	1251	rarA		COG2256	Replication-associated recombination protein A
WOR-3_metaspades_Bin_1-contigs_00229	CDS	1071				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00230	CDS	975	hadI	3.-.-.-	COG1924	2-hydroxyisocaproyl-CoA dehydratase activator
WOR-3_metaspades_Bin_1-contigs_00231	CDS	2127	btuB_1			Vitamin B12 transporter BtuB
WOR-3_metaspades_Bin_1-contigs_00232	CDS	654	atoA	2.8.3.8	COG2057	Acetate CoA-transferase subunit beta
WOR-3_metaspades_Bin_1-contigs_00233	CDS	675	atoD	2.8.3.8	COG1788	Acetate CoA-transferase subunit alpha
WOR-3_metaspades_Bin_1-contigs_00234	CDS	1251	kamA_1	5.4.3.2		L-lysine 2,3-aminomutase
WOR-3_metaspades_Bin_1-contigs_00235	CDS	813	kce	2.3.1.247	COG3246	3-keto-5-aminohexanoate cleavage enzyme
WOR-3_metaspades_Bin_1-contigs_00236	CDS	1248	kat	2.6.1.111		3-aminobutyryl-CoA aminotransferase
WOR-3_metaspades_Bin_1-contigs_00237	CDS	798		5.4.3.3	COG5012	Lysine 5,6-aminomutase beta subunit
WOR-3_metaspades_Bin_1-contigs_00238	CDS	834	kamD	5.4.3.3		Lysine 5,6-aminomutase alpha subunit
WOR-3_metaspades_Bin_1-contigs_00239	CDS	1992	cshA	3.6.4.13		DEAD-box ATP-dependent RNA helicase CshA
WOR-3_metaspades_Bin_1-contigs_00240	CDS	432	lysC	2.7.2.4	COG0527	Aspartate kinase Ask_LysC
WOR-3_metaspades_Bin_1-contigs_00241	CDS	1077				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00242	CDS	1395	selA	2.9.1.1	COG1921	L-seryl-tRNA(Sec) selenium transferase
WOR-3_metaspades_Bin_1-contigs_00243	CDS	921	selD	2.7.9.3	COG0709	Selenide, water dikinase
WOR-3_metaspades_Bin_1-contigs_00244	tRNA	94				tRNA-SeC(tca)
WOR-3_metaspades_Bin_1-contigs_00245	CDS	228				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00246	CDS	873	CARKD	4.2.1.136		ATP-dependent (S)-NAD(P)H-hydrate dehydratase
WOR-3_metaspades_Bin_1-contigs_00247	CDS	543				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00248	CDS	1080				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00249	CDS	1215	adhA_1	1.1.1.2		Long-chain primary alcohol dehydrogenase AdhA
WOR-3_metaspades_Bin_1-contigs_00250	CDS	282	grdA_1	1.21.4.2		Glycine/sarcosine/betaine reductase complex component A
WOR-3_metaspades_Bin_1-contigs_00251	CDS	129	grdA_2	1.21.4.2		Glycine/sarcosine/betaine reductase complex component A
WOR-3_metaspades_Bin_1-contigs_00252	CDS	1041				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00253	CDS	360				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00254	CDS	309				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00255	CDS	1122	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
WOR-3_metaspades_Bin_1-contigs_00256	CDS	567	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
WOR-3_metaspades_Bin_1-contigs_00257	CDS	1080	rnhB			Ribonuclease HII
WOR-3_metaspades_Bin_1-contigs_00258	CDS	924	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
WOR-3_metaspades_Bin_1-contigs_00259	CDS	3678				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00260	CDS	993	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
WOR-3_metaspades_Bin_1-contigs_00261	CDS	777	lsrF	2.3.1.245	COG1830	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase
WOR-3_metaspades_Bin_1-contigs_00262	CDS	399				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00263	CDS	483				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00264	CDS	711	rpsB		COG0052	30S ribosomal protein S2
WOR-3_metaspades_Bin_1-contigs_00265	CDS	594	tsf			Elongation factor Ts
WOR-3_metaspades_Bin_1-contigs_00266	CDS	702	pyrH	2.7.4.22	COG0528	Uridylate kinase
WOR-3_metaspades_Bin_1-contigs_00267	CDS	558	frr		COG0233	Ribosome-recycling factor
WOR-3_metaspades_Bin_1-contigs_00268	CDS	333				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00269	CDS	612				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00270	CDS	459				hypothetical protein
WOR-3_metaspades_Bin_1-contigs_00271	CDS	1515	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
WOR-3_metaspades_Bin_1-contigs_00272	CDS	171	rpmF			50S ribosomal protein L32
WOR-3_metaspades_Bin_1-contigs_00273	CDS	1920	fusA		COG0480	Elongation factor G
WOR-3_metaspades_Bin_1-contigs_00274	CDS	540	ycaC	4.-.-.-	COG1335	putative hydrolase YcaC
