locus_tag	ftype	length_bp	gene	EC_number	COG	product
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00089	CDS	909	cysM	2.5.1.47	COG0031	Cysteine synthase B
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00090	CDS	1914	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00091	CDS	342		3.9.1.-	COG0537	Purine nucleoside phosphoramidase
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00092	CDS	183	gcdC	7.2.4.5	COG0511	Glutaconyl-CoA decarboxylase subunit gamma
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00093	CDS	843	mdh	1.1.1.37		Malate dehydrogenase
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00094	CDS	204				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00095	CDS	273				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00096	CDS	1167	recF		COG1195	DNA replication and repair protein RecF
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00097	CDS	672				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00098	tRNA	77				tRNA-Asp(gtc)
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00099	CDS	1929	clpC_1			ATP-dependent Clp protease ATP-binding subunit ClpC
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00100	CDS	318				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00101	CDS	474	ntpK			V-type sodium ATPase subunit K
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00102	CDS	975				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00103	CDS	174				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00104	CDS	1917	rsxC	7.-.-.-		Ion-translocating oxidoreductase complex subunit C
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00105	CDS	447	hndA	1.12.1.3	COG1905	NADP-reducing hydrogenase subunit HndA
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00106	CDS	471				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00107	CDS	297				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00108	CDS	588				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00109	CDS	543	mutS2_1	3.1.-.-		Endonuclease MutS2
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00110	CDS	534	coaD	2.7.7.3		Phosphopantetheine adenylyltransferase
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00111	CDS	558				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00112	CDS	795	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00113	CDS	615	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00114	CDS	234				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00115	CDS	744				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00116	CDS	231				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00117	CDS	243				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00118	CDS	597	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00119	CDS	255	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00120	CDS	486	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00121	CDS	933	carA	6.3.5.5		Carbamoyl-phosphate synthase small chain
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00122	CDS	576				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00123	CDS	1839				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00124	CDS	711	recA_1			Protein RecA
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00125	CDS	594				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00126	CDS	1023				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00127	CDS	1125	gluD	1.4.1.2		NAD-specific glutamate dehydrogenase
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00128	CDS	642	glaR		COG1802	HTH-type transcriptional repressor GlaR
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00129	CDS	741	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00130	CDS	1794	pflB	2.3.1.54		Formate acetyltransferase
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00131	CDS	771	ymdB	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00132	CDS	1527	rny	3.1.-.-	COG1418	Ribonuclease Y
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00133	CDS	492	recX			Regulatory protein RecX
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00134	CDS	1092	recA_2		COG0468	Protein RecA
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00135	CDS	102				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00136	CDS	618				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00137	CDS	528				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00138	CDS	807				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00139	CDS	477				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00140	CDS	258				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00141	CDS	405	yccU		COG1832	putative protein YccU
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00142	CDS	942	ctpC	3.6.3.-	COG2217	Manganese-exporting P-type ATPase
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00143	CDS	1158	comM		COG0606	Competence protein ComM
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00144	CDS	480				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00145	CDS	216	mutS2_2	3.1.-.-	COG1193	Endonuclease MutS2
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00146	CDS	822				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00147	CDS	942	acsD_1		COG2069	Corrinoid/iron-sulfur protein small subunit
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00148	CDS	777	echA8	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00149	CDS	285		2.3.1.169	COG1152	Carbon monoxide dehydrogenase/acetyl-CoA synthase subunit alpha
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00150	CDS	1029				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00151	CDS	186				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00152	CDS	975		3.4.11.-	COG3191	putative aminopeptidase
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00153	CDS	549				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00154	CDS	1659	scpA	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00155	CDS	240				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00156	CDS	555	acdA	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00157	CDS	189				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00158	tmRNA	359	ssrA			transfer-messenger RNA, SsrA
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00159	CDS	1770				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00160	CDS	453	smpB		COG0691	SsrA-binding protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00161	CDS	414				Protein archease
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00162	CDS	1458	rtcB	6.5.1.-	COG1690	RNA-splicing ligase RtcB
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00163	CDS	381				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00164	CDS	363				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00165	CDS	300	groS		COG0234	10 kDa chaperonin
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00166	CDS	1614	groL			60 kDa chaperonin
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00167	CDS	1266		3.4.24.-	COG0612	putative zinc protease
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00168	CDS	219				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00169	CDS	768	ilvB	2.2.1.6	COG0028	Acetolactate synthase large subunit
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00170	CDS	540	ilvH	2.2.1.6	COG0440	Putative acetolactate synthase small subunit
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00171	CDS	990	ilvC	1.1.1.382		Ketol-acid reductoisomerase (NAD(+))
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00172	CDS	567				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00173	CDS	1272	tig	5.2.1.8	COG0544	Trigger factor
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00174	CDS	396				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00175	CDS	303				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00176	CDS	1119	rip3		COG0517	Putative zinc metalloprotease Rip3
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00177	CDS	402	nlr	1.15.1.1		Neelaredoxin
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00178	CDS	900	acsD_2		COG2069	Corrinoid/iron-sulfur protein small subunit
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00179	CDS	879	acsE_1	2.1.1.258	COG1410	5-methyltetrahydrofolate:corrinoid/iron-sulfur protein co-methyltransferase
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00180	CDS	1218	lysC	2.7.2.4	COG0527	Aspartate kinase Ask_LysC
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00181	CDS	915				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00182	CDS	366	aroH	5.4.99.5	COG4401	Chorismate mutase AroH
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00183	CDS	858	nfo	3.1.21.2		endonuclease 4
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00184	CDS	942	pyrD	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00185	CDS	714				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00186	CDS	537	hpf		COG1544	Ribosome hibernation promotion factor
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00187	tRNA	75				tRNA-Pro(cgg)
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00188	CDS	705		3.6.-.-	COG1703	putative GTPase
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00189	CDS	1128	ftsZ			Cell division protein FtsZ
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00190	CDS	1233	ftsA		COG0849	Cell division protein FtsA
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00191	CDS	852	liaR		COG2197	Transcriptional regulatory protein LiaR
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00192	CDS	930	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00193	CDS	426	mraZ			Transcriptional regulator MraZ
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00194	CDS	1563		2.7.7.-	COG0617	CC-adding tRNA nucleotidyltransferase
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00195	CDS	1377	secD		COG0342	Protein translocase subunit SecD
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00196	CDS	237				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00197	CDS	1248	lnrN		COG0842	Linearmycin resistance permease protein LnrN
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00198	CDS	1182	lnrM		COG0842	Linearmycin resistance permease protein LnrM
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00199	CDS	753	lnrL	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00200	CDS	348	speH_2	4.1.1.50		S-adenosylmethionine decarboxylase proenzyme
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00201	CDS	1122	ldc	4.1.1.17		Lysine/ornithine decarboxylase
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00202	CDS	975	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00203	CDS	693				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00204	CDS	1092				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00205	CDS	2094	topA	5.6.2.1		DNA topoisomerase 1
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00206	CDS	930	xerC		COG4974	Tyrosine recombinase XerC
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00207	CDS	465	yqhS	4.2.1.10	COG0757	3-dehydroquinate dehydratase
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00208	CDS	1080	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00209	CDS	237				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00210	CDS	1503	spoIIIE		COG1674	DNA translocase SpoIIIE
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00211	CDS	1161		3.4.21.-		putative CtpA-like serine protease
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00212	CDS	429	cobP	2.7.1.156		Bifunctional adenosylcobalamin biosynthesis protein CobP
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00213	CDS	264				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00214	CDS	1224				L-lactate transporter
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00215	CDS	1062	acsA	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00216	CDS	372	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00217	CDS	144				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00218	CDS	399				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00219	CDS	312	hisI	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00220	CDS	741	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00221	CDS	1185	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00222	tRNA	95				tRNA-SeC(tca)
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00223	CDS	1065	accC	6.3.4.14	COG0439	Biotin carboxylase
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00224	CDS	327				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00225	CDS	1185	odh	1.5.1.28		Opine dehydrogenase
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00226	CDS	1131	sasA	2.7.-.-		Adaptive-response sensory-kinase SasA
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00227	CDS	231				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00228	CDS	360				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00229	CDS	690	kdpE		COG0745	Transcriptional regulatory protein KdpE
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00230	CDS	1737				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00231	CDS	492				hypothetical protein
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00232	CDS	666	bzaA	4.1.99.23		5-hydroxybenzimidazole synthase BzaA
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00233	CDS	324	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00234	CDS	1455	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
Chloroflexi_metaspades_Bin_1_1_1_1-contigs_00235	CDS	300				hypothetical protein
